	cid	category	affirmation
131	1	Friendship	 My friends inspire me to be the best version of myself
132	1	Friendship	 I am grateful for the laughter and shared experiences my friends bring into my life
133	1	Friendship	 I am surrounded by friends who accept and appreciate me for who I am
134	1	Friendship	 I attract friends who lift me up and encourage me to pursue my dreams
135	1	Friendship	 Each friendship in my life is a valuable treasure to be cherished
136	1	Friendship	 I am a positive influence in the lives of my friends, and they in mine
137	1	Friendship	 I am grateful for the memories and adventures I share with my friends
138	1	Friendship	 My friendships are a source of strength and comfort during difficult times
139	1	Friendship	 I am surrounded by friends who genuinely care about my well-being
140	1	Friendship	 I attract friends who bring out the best in me and inspire growth
141	1	Friendship	 I am a supportive and understanding friend who listens with empathy
142	1	Friendship	 My friendships are based on authenticity and genuine connection
143	1	Friendship	 I am blessed to have an abundance of meaningful friendships in my life
144	1	Friendship	  My friendships are a constant source of love and positivity
145	1	Friendship	 I attract friends who share my passions and interests, creating deep connections
146	1	Friendship	 Each friend I have adds color and vibrancy to my life
147	1	Friendship	 I am surrounded by friends who inspire me to embrace my true self
148	1	Friendship	 I cherish the moments of laughter and camaraderie shared with my friends
149	1	Friendship	 I attract friends who support my personal growth and encourage my ambitions
150	1	Friendship	 Every friend in my life brings their own unique energy, making our bond stronger
151	1	Friendship	 I am grateful for the lifelong memories created with my friends
152	1	Friendship	 I am a magnet for authentic connections and meaningful friendships
153	1	Friendship	 My friendships are a reflection of the love and care I invest in them
154	1	Friendship	 I am open to forming deep, meaningful friendships with new people
155	1	Friendship	 I attract friends who understand and appreciate my quirks and flaws
156	1	Friendship	 My friendships are built on a foundation of trust, honesty, and loyalty
157	1	Friendship	 I am surrounded by friends who bring out the best in me and support my goals
158	1	Friendship	 I am a good listener and offer support and guidance to my friends when needed
159	1	Friendship	 Every friend I have contributes to my growth and personal development
160	1	Friendship	 I am grateful for the diverse perspectives and experiences my friends bring into my life
161	1	Friendship	 My friendships are a sanctuary where I can be my authentic self without judgment
162	1	Friendship	 I attract friends who share my values and align with my vision for the future
163	1	Friendship	 I am surrounded by friends who celebrate my achievements and lift me up in times of need
164	1	Friendship	 I am a source of positivity and encouragement in my friendships
165	1	Friendship	 My friendships are a source of inspiration and motivation to pursue my dreams
166	1	Friendship	 I am grateful for the deep connections and meaningful conversations I share with my friends
167	1	Friendship	 I attract friends who support my well-being and encourage a healthy, balanced lifestyle
168	1	Friendship	 My friendships are a testament to the power of love, laughter, and genuine connection
169	1	Friendship	  My friendships are a source of joy and positivity
170	1	Friendship	 I attract friends who support and encourage me on my journey
171	1	Friendship	 Every friend I have adds value and meaning to my life
172	1	Friendship	 I am surrounded by a diverse group of friends who enrich my experiences
173	1	Friendship	 My friendships bring laughter and light into my life
174	1	Friendship	 I cultivate deep and meaningful connections with each of my friends
175	1	Friendship	 I appreciate the diversity of perspectives my friends bring into my life
176	1	Friendship	 I am a magnet for genuine and authentic friendships
177	1	Friendship	 Every friend I have is a unique and cherished companion
178	1	Friendship	 I attract friends who share my values and passions
179	1	Friendship	 My friendships are a reflection of my kindness and generosity
180	1	Friendship	 I am blessed with friends who lift me up and inspire me to be my best self
181	1	Friendship	 I nurture my friendships with care and gratitude
182	1	Friendship	 Every friend I have teaches me something valuable about myself and the world
183	1	Friendship	 I am grateful for the laughter and camaraderie shared with my friends
184	1	Friendship	 My friendships are built on a foundation of mutual respect and understanding
185	1	Friendship	 I attract friends who appreciate and celebrate my individuality
186	1	Friendship	 I am surrounded by friends who believe in my dreams and support my goals
187	1	Friendship	 Every friend I have brings a unique perspective that expands my worldview
188	1	Friendship	 I am blessed with friends who accept and love me unconditionally
189	1	Friendship	  I attract genuine and supportive friends into my life
190	1	Friendship	 My friendships are built on trust, respect, and mutual understanding
191	1	Friendship	 I am surrounded by friends who uplift and inspire me
192	1	Friendship	 I am a loyal and dependable friend
193	1	Friendship	  My friendships bring joy and laughter into my life
194	1	Friendship	  I am grateful for the meaningful connections I have with my friends
195	1	Friendship	 I nurture my friendships with kindness and compassion
196	1	Friendship	 I attract positive and like-minded individuals who become lifelong friends
197	1	Friendship	 My friendships are based on honesty and authenticity
198	1	Friendship	 I am open to forming new friendships and expanding my social circle
199	1	Friendship	 I cherish the bond I share with my friends
200	1	Friendship	 I am a good listener and offer support to my friends when they need it
201	1	Friendship	 I am surrounded by friends who accept me for who I am
202	1	Friendship	 My friendships are a source of comfort and strength during challenging times
203	1	Friendship	 I create unforgettable memories with my friends
204	1	Friendship	 I celebrate the uniqueness of each of my friends
205	1	Friendship	 I am a positive influence in my friends' lives
206	1	Friendship	 I am grateful for the laughter and companionship my friends bring into my life
207	1	Friendship	 My friendships are a reflection of the love and kindness I share with others
208	1	Friendship	 I am blessed with deep and meaningful friendships that enrich my life
209	1	Friendship	  I attract friends who uplift and inspire me to be my best self
210	1	Friendship	 My friendships are a constant source of joy and fulfillment in my life
211	1	Friendship	 I am surrounded by friends who value and respect me for who I am
212	1	Friendship	 Every friend I have brings light and positivity into my life
213	1	Friendship	 I am grateful for the deep emotional bonds I share with my friends
214	1	Friendship	 My friendships are based on mutual trust, understanding, and support
215	1	Friendship	 I attract friends who share my interests and passions, fostering meaningful connections
216	1	Friendship	 I am a magnet for positive, uplifting friendships that nourish my soul
217	1	Friendship	 My friends are like family to me, providing love and comfort in times of need
218	1	Friendship	 I am open to forming new friendships and expanding my circle of support and companionship
219	2	Family	My family is my anchor, grounding me in love and support
220	2	Family	 I am surrounded by family members who nurture and cherish me
221	2	Family	 Each member of my family contributes to our collective strength and resilience
222	2	Family	 I am grateful for the deep connections and bonds shared with my family
223	2	Family	 My family provides a safe and nurturing environment for me to grow and thrive
224	2	Family	 I am surrounded by family members who inspire me to be my best self
225	2	Family	 My family celebrates our successes and supports each other through challenges
226	2	Family	 I am grateful for the love and laughter shared with my family
227	2	Family	 My family is my greatest treasure, and I am thankful for them every day
228	2	Family	 I am deeply connected to my family, and our bond grows stronger with each passing day
229	2	Family	  My family's love strengthens me and fills me with gratitude
230	2	Family	 I am surrounded by a family that supports and encourages my growth
231	2	Family	 Every member of my family adds unique value to our collective bond
232	2	Family	 I appreciate the harmony and understanding that flows within my family
233	2	Family	 My family's love is a constant source of inspiration and motivation
234	2	Family	 I am grateful for the resilience and unity that defines my family
235	2	Family	 Each family member brings their own light, enriching our shared experiences
236	2	Family	 I nurture loving connections within my family, fostering deeper relationships
237	2	Family	 I am a beacon of love and positivity within my family circle
238	2	Family	 My family embraces forgiveness and understanding, strengthening our bond
239	2	Family	 I cherish the laughter and joy that fills our family gatherings
240	2	Family	 My family's support empowers me to overcome any challenge
241	2	Family	 I am grateful for the lessons of compassion and empathy learned from my family
242	2	Family	 Every family member is a cherished treasure, adding richness to our lives
243	2	Family	 I am deeply connected to my family, even in times of distance or change
244	2	Family	 My family's love is unwavering, providing a safe haven in life's storms
245	2	Family	 I celebrate the diversity and individuality within my family unit
246	2	Family	 I radiate love and positivity, uplifting my family members in return
247	2	Family	 My family is a sanctuary of love, acceptance, and understanding
248	2	Family	 I am a source of strength and support for my family, and they are for me
249	2	Family	  My family's love is a constant source of inspiration and strength
250	2	Family	 I am surrounded by family members who encourage and support my growth
251	2	Family	 Each member of my family brings their own special light into our lives
252	2	Family	 I am grateful for the deep connections and bonds shared with my family
253	2	Family	 My family provides a safe and nurturing environment for me to thrive
254	2	Family	 I cherish the moments of laughter and joy shared with my family
255	2	Family	 I am surrounded by family members who believe in my potential and encourage me to pursue my dreams
256	2	Family	  My family is my rock, providing unwavering support and encouragement
257	2	Family	 I am surrounded by family members who lift me up and inspire me to greatness
258	2	Family	 Each member of my family brings their own unique perspective and strengths
259	2	Family	 I am grateful for the bonds of love that tie my family together
260	2	Family	 My family is a source of joy and laughter in my life
261	2	Family	 I am surrounded by family members who believe in my potential and cheer me on
262	2	Family	 My family is a sanctuary of love and acceptance, where I can always be myself
263	2	Family	 I am grateful for the memories created and cherished with my family
264	2	Family	 I am a valuable member of my family, contributing to our collective happiness
265	2	Family	 My family is a source of wisdom and guidance, helping me navigate life's challenges
266	2	Family	 I am surrounded by family members who inspire me to be my best self
267	2	Family	 My family celebrates our differences and embraces our shared values
268	2	Family	 I am grateful for the unconditional love and support I receive from my family
269	2	Family	 My family is my greatest blessing, and I am thankful for them every day
270	2	Family	 I am surrounded by family members who encourage me to follow my dreams
271	2	Family	 My family is a source of strength and resilience, helping me overcome obstacles
272	2	Family	 I am grateful for the laughter and joy that fills our family gatherings
273	2	Family	 My family's love knows no bounds and extends to all members unconditionally
274	2	Family	 I am deeply connected to my family, and our bond only grows stronger with time
275	2	Family	 My family is a constant source of inspiration and motivation in my life
276	2	Family	 I am grateful for the traditions and values passed down through generations in my family
277	2	Family	 I am surrounded by family members who support and uplift each other
278	2	Family	 My family relationships are built on a foundation of trust and mutual respect
279	2	Family	 I am a source of love and positivity within my family, spreading joy to all
280	2	Family	 I am blessed to have a family that loves and supports me unconditionally
281	2	Family	 My family relationships are built on a foundation of love, respect, and mutual understanding
282	2	Family	 I am grateful for the traditions and values passed down through generations in my family
283	2	Family	 I am a source of love and support for my family, and they are for me
284	2	Family	 My family celebrates each other's successes and supports each other through challenges
285	2	Family	 I am grateful for the lessons of resilience and perseverance learned from my family
286	2	Family	 My family is a reflection of the love and kindness that exists in the world
287	2	Family	 I am deeply connected to my family, no matter where life takes us
288	2	Family	 My family members are my greatest teachers, guiding me on my journey of self-discovery
289	2	Family	 I am surrounded by family members who uplift and inspire me to be my best self
290	2	Family	 My family is my home, where I am loved unconditionally and accepted for who I am
291	2	Family	 I am grateful for the memories and experiences shared with my family
292	2	Family	 My family's love is a constant source of comfort and reassurance in my life
293	2	Family	 I am surrounded by family members who support and encourage each other's growth
294	2	Family	 My family relationships are a source of stability and security in my life
295	2	Family	 I am grateful for the laughter and joy that fills our family gatherings
296	2	Family	 My family's love knows no bounds and extends to all members unconditionally
297	2	Family	 I am a valuable member of my family, contributing to our collective happiness and well-being
298	2	Family	 I am blessed to have a family that loves and supports me through thick and thin
299	2	Family	  My family is a source of unconditional love and support
300	2	Family	 I cherish the bond I share with my family members
301	2	Family	 Every member of my family contributes to our collective happiness and well-being
302	2	Family	 I am grateful for the strong foundation of love and stability provided by my family
303	2	Family	 I nurture my family relationships with patience, understanding, and compassion
304	2	Family	 My family members are my greatest allies and confidants
305	2	Family	 I create harmonious and loving interactions within my family
306	2	Family	 My family celebrates our differences and embraces our shared values
307	2	Family	 I am surrounded by a family that respects and honors each other's uniqueness
308	2	Family	 I appreciate the memories and traditions that bond my family together
309	2	Family	 I am a source of strength and support for my family during challenging times
310	2	Family	 My family communicates openly and honestly, fostering trust and closeness
311	2	Family	 I am grateful for the lessons and wisdom passed down through generations in my family
312	2	Family	 My family shares laughter, joy, and cherished moments together
313	2	Family	 I am surrounded by a family that encourages and empowers me to pursue my dreams
314	2	Family	 I am deeply connected to my family, no matter the distance or circumstances
315	2	Family	 My family relationships are based on mutual respect, kindness, and gratitude
316	2	Family	 I am a valuable member of my family, contributing to our collective growth and happiness
317	2	Family	 My family members support and uplift each other, creating a loving and nurturing environment
318	2	Family	 I am surrounded by a family that loves and accepts me exactly as I am
319	3	Career	I am capable, competent, and confident in my skills and abilities
320	3	Career	 I attract fulfilling and rewarding opportunities that align with my passions and values
321	3	Career	 I am worthy of success and abundance in my career
322	3	Career	 I approach challenges with resilience, creativity, and determination
323	3	Career	 I am open to learning and growth, constantly expanding my knowledge and expertise
324	3	Career	 I trust in my intuition to guide me towards the right career path for me
325	3	Career	 I am a valuable asset to any team or organization, contributing my unique talents and perspectives
326	3	Career	 I set clear goals for my career and take consistent action to achieve them
327	3	Career	 I embrace change as an opportunity for growth and transformation in my career
328	3	Career	 I am proactive in seeking out new opportunities and networking with others in my field
329	3	Career	 I radiate confidence and professionalism in all of my interactions
330	3	Career	 I attract supportive mentors, colleagues, and allies who help me succeed in my career
331	3	Career	 I am grateful for the challenges I face, as they provide valuable lessons and opportunities for growth
332	3	Career	  I am the master of my career destiny, and I create success with every decision I make
333	3	Career	 My career path is illuminated with opportunities, and I seize them with confidence and enthusiasm
334	3	Career	 I radiate positivity and professionalism in every aspect of my career
335	3	Career	 I am open to receiving abundance and prosperity in my career endeavors
336	3	Career	 Each day, I take inspired action towards my career goals with unwavering determination
337	3	Career	 I am a beacon of innovation and creativity in my chosen career field
338	3	Career	 I attract supportive mentors and allies who guide and inspire me on my career journey
339	3	Career	 My career is a reflection of my unique talents, and I express them fully in everything I do
340	3	Career	 I trust in my ability to navigate challenges and setbacks in my career with grace and resilience
341	3	Career	 I am aligned with the perfect opportunities that lead to my ultimate career fulfillment
342	3	Career	 I am deserving of recognition and appreciation for my contributions in my career
343	3	Career	 My career is an expression of my passion, purpose, and values
344	3	Career	 I welcome growth and expansion in my career, knowing that every experience is a stepping stone to success
345	3	Career	 I am grateful for the abundance of resources and support that flow effortlessly into my career
346	3	Career	 I embrace change and adaptability in my career, knowing that they lead to new opportunities and growth
347	3	Career	 I am a magnet for fulfilling and rewarding career experiences
348	3	Career	 I am surrounded by a supportive network of colleagues and mentors who uplift and inspire me
349	3	Career	 My career journey is filled with excitement and adventure, and I embrace each new opportunity with enthusiasm
350	3	Career	 I am confident in my ability to manifest my ideal career path with clarity and intention
351	3	Career	 I am grateful for the opportunities that challenge me to step outside my comfort zone and grow in my career
352	3	Career	 I am aligned with the perfect balance of work and play in my career, allowing me to thrive in all areas of my life
353	3	Career	 I trust in the divine timing of my career journey, knowing that everything unfolds in perfect harmony
354	3	Career	 I am a magnet for success and prosperity in my career, and I attract abundance with ease and grace
355	3	Career	 I am grateful for the abundance of opportunities that allow me to express my unique talents and skills in my career
356	3	Career	 I am a powerful creator, and I shape my career destiny with intention and purpose
357	3	Career	 I visualize my career success with clarity and focus, manifesting my dreams into reality
358	3	Career	 I celebrate my achievements and milestones, acknowledging my progress along the way
359	3	Career	 I create a healthy work-life balance that supports my overall well-being and happiness
360	3	Career	 I am resilient in the face of setbacks, bouncing back stronger and more determined than before
361	3	Career	 I communicate effectively and assertively, advocating for myself and my career goals
362	3	Career	 I embrace continuous improvement and seek out opportunities for professional development
363	3	Career	 I am the architect of my own career, designing a path that brings me fulfillment and joy
364	3	Career	 I release any self-doubt or limiting beliefs that hold me back from reaching my full potential
365	3	Career	 I am resourceful and adaptable, able to thrive in any environment or circumstance
366	3	Career	 I am deserving of success and recognition for my hard work and dedication
367	3	Career	 I trust in the timing of my career journey, knowing that everything unfolds in perfect divine order
368	3	Career	 I am the master of my destiny, creating a career that brings me purpose, passion, and prosperity
369	3	Career	  I am worthy of success and fulfillment in my career
370	3	Career	 My career is a reflection of my passion and purpose
371	3	Career	 I attract opportunities that align with my skills and talents
372	3	Career	 I am confident in my ability to achieve my career goals
373	3	Career	 Every challenge I face in my career is an opportunity for growth
374	3	Career	 I am committed to continuous learning and improvement in my career
375	3	Career	 I trust in the timing of my career path and know that everything unfolds as it should
376	3	Career	 I am grateful for the abundance of opportunities available to me in my career
377	3	Career	 My career is a source of inspiration and creativity in my life
378	3	Career	 I am open to new possibilities and embrace change in my career journey
379	3	Career	 I am deserving of success and recognition in my chosen career field
380	3	Career	 I approach my work with enthusiasm and dedication
381	3	Career	 I am surrounded by supportive colleagues and mentors who uplift and inspire me
382	3	Career	 I am empowered to make choices that align with my career aspirations
383	3	Career	 I am grateful for the lessons learned and experiences gained in my career
384	3	Career	 I trust in my intuition to guide me towards fulfilling career opportunities
385	3	Career	 I am worthy of financial abundance and prosperity in my career
386	3	Career	 I am capable of overcoming any obstacles that may arise in my career path
387	3	Career	 My career is a journey of self-discovery and personal growth
388	3	Career	 I am confident in my ability to create the career of my dreams
389	3	Career	 I am grateful for the skills and talents that contribute to my success in my career
390	3	Career	 I am focused and determined to achieve my career goals
391	3	Career	 I am aligned with my true calling and purpose in my career
392	3	Career	 I am surrounded by opportunities that lead to my career fulfillment
393	3	Career	 I am grateful for the abundance of opportunities that flow effortlessly into my career
394	3	Career	  I am the architect of my career, and I design it with purpose and intention
395	3	Career	 My career path is filled with endless possibilities and opportunities for growth
396	3	Career	 I am deserving of success and prosperity in my career endeavors
397	3	Career	 I am grateful for the abundance of talents and skills that contribute to my career success
398	3	Career	 Every step I take in my career journey leads me closer to my ultimate goals
399	3	Career	 I am aligned with my passion and purpose, guiding me towards a fulfilling career
400	3	Career	 I am open to receiving the support and guidance I need to advance in my career
401	3	Career	 My career is a reflection of my values, and I align my actions with integrity and authenticity
402	3	Career	 I am confident in my ability to overcome challenges and setbacks in my career
403	3	Career	 I trust in the divine timing of my career path, knowing that everything unfolds perfectly
404	3	Career	 I am grateful for the opportunities that come my way, and I seize them with courage and determination
405	3	Career	 I am a magnet for positive energy and opportunities in my career field
406	3	Career	 I am surrounded by a network of mentors and allies who support and uplift me in my career journey
407	3	Career	 I am committed to lifelong learning and growth in my career
408	3	Career	 I am worthy of recognition and appreciation for my contributions in my career
409	3	Career	 My career is a source of joy and fulfillment, and I approach each day with enthusiasm and passion
410	3	Career	 I am grateful for the abundance of resources and support available to me in my career
411	3	Career	 I am resilient and adaptable, able to thrive in any professional environment
412	3	Career	 I am aligned with my true purpose, and my career reflects my authentic self
413	3	Career	 I am empowered to take bold risks and pursue my wildest career dreams
414	3	Career	 I am grateful for the lessons learned from both successes and failures in my career
415	3	Career	 I am surrounded by opportunities for advancement and growth in my career
416	3	Career	 I am confident in my abilities and talents, knowing that I have what it takes to succeed in my career
417	3	Career	 I am a powerful creator, and I manifest my ideal career with clarity and intention
418	3	Career	 I am grateful for the fulfillment and abundance that my career brings into my life
419	4	Wealth	I am a money magnet, attracting wealth and abundance into my life effortlessly
420	4	Wealth	 Wealth and prosperity flow to me in abundance, enriching every aspect of my life
421	4	Wealth	 I am aligned with the energy of abundance, attracting wealth and success with ease
422	4	Wealth	 I am grateful for the wealth and abundance that surrounds me every day
423	4	Wealth	 My wealth expands exponentially as I continue to align with my highest purpose
424	4	Wealth	 I am open to receiving unlimited wealth and prosperity into my life
425	4	Wealth	 I am worthy of experiencing financial freedom and abundance in all areas of my life
426	4	Wealth	 I attract opportunities that lead to my financial success and prosperity
427	4	Wealth	 I am financially free, and money comes to me easily and effortlessly
428	4	Wealth	 I am a conscious creator of wealth, and I use my resources to create positive change in the world
429	4	Wealth	 I am grateful for the abundance of wealth and opportunities that come my way
430	4	Wealth	 I release all limiting beliefs about money and welcome abundance into my life
431	4	Wealth	 I am surrounded by opportunities to grow and expand my wealth
432	4	Wealth	 My wealth grows as I continue to align with my purpose and passion
433	4	Wealth	 I am open to receiving wealth and abundance from expected and unexpected sources
434	4	Wealth	 I am aligned with the vibration of wealth and abundance, attracting it effortlessly
435	4	Wealth	 I am deserving of all the wealth and prosperity that comes my way
436	4	Wealth	 I am grateful for the financial freedom that allows me to live my desired lifestyle
437	4	Wealth	 I am a magnet for financial success and abundance
438	4	Wealth	 I am open to receiving wealth and abundance in all areas of my life
439	4	Wealth	 I am worthy of experiencing unlimited wealth and financial freedom
440	4	Wealth	 I am grateful for the wealth and abundance that flows into my life in increasing amounts
441	4	Wealth	 I am aligned with the energy of abundance, and I attract wealth effortlessly
442	4	Wealth	 I am open to receiving wealth and abundance from multiple sources
443	4	Wealth	 I am worthy of experiencing unlimited wealth and prosperity
444	4	Wealth	  I am worthy of wealth and abundance in all areas of my life
445	4	Wealth	 I attract prosperity and financial success effortlessly and easily
446	4	Wealth	 Money flows to me freely and abundantly from multiple sources
447	4	Wealth	 I am grateful for the wealth and abundance that surrounds me every day
448	4	Wealth	 I release any limiting beliefs about money and open myself up to unlimited possibilities
449	4	Wealth	 I am financially savvy and make wise decisions with my money
450	4	Wealth	 I am in control of my finances, and I manage them with confidence and clarity
451	4	Wealth	 I deserve to live a life of abundance and luxury, and I embrace it fully
452	4	Wealth	 I am aligned with the energy of abundance, and I attract wealth into my life naturally
453	4	Wealth	 I am a magnet for financial opportunities, and I seize them with enthusiasm and gratitude
454	4	Wealth	 I am open to receiving wealth in all its forms, both material and spiritual
455	4	Wealth	 I trust in my ability to create wealth and abundance through my skills, talents, and hard work
456	4	Wealth	 I release any fear or scarcity mentality and embrace the abundance mindset
457	4	Wealth	 I am grateful for the financial abundance that flows to me effortlessly and abundantly
458	4	Wealth	 I am worthy of receiving wealth and abundance, and I allow it to flow into my life freely
